Number,Sex,Victim,Fake News type,Sources,Rip off
559,Female,0,Deliberate Misinformation,Word of Mouth,0
560,Female,0,Deliberate Misinformation,The Internet,1
561,Male,1,Deliberate Misinformation,The Internet,0
562,Male,0,Deliberate Misinformation,The Internet,0
563,Female,1,Social Media Sharing,Word of Mouth,1
564,Female,1,Social Media Sharing,The Internet,1
565,Male,0,Social Media Sharing,The Internet,1
566,Female,1,Social Media Sharing,Social Media,1
567,Female,1,Social Media Sharing,Social Media,0
568,Female,0,Deliberate Misinformation,Word of Mouth,0
569,Female,0,Deliberate Misinformation,The Internet,1
570,Female,1,Deliberate Misinformation,Social Media,0
571,Female,0,Deliberate Misinformation,The Internet,1
572,Female,0,Deliberate Misinformation,Word of Mouth,1
573,Male,0,Deliberate Misinformation,Word of Mouth,0
574,Male,1,Deliberate Misinformation,Social Media,1
575,Male,1,Deliberate Misinformation,The Internet,0
576,Female,0,Social Media Sharing,Social Media,0
577,Female,0,Deliberate Misinformation,Word of Mouth,1
578,Female,0,Social Media Sharing,The Internet,1
579,Female,0,Social Media Sharing,Word of Mouth,1
580,Female,0,Deliberate Misinformation,The Internet,0
581,Female,1,Deliberate Misinformation,Word of Mouth,0
582,Male,0,Deliberate Misinformation,Word of Mouth,0
583,Male,0,Deliberate Misinformation,The Internet,0
584,Male,0,Social Media Sharing,The Internet,0
585,Male,1,Social Media Sharing,Word of Mouth,0
586,Male,1,Social Media Sharing,Word of Mouth,0
587,Male,1,Deliberate Misinformation,Social Media,0
588,Female,0,Deliberate Misinformation,Social Media,1
589,Female,0,Deliberate Misinformation,The Internet,1
590,Female,1,Deliberate Misinformation,Social Media,0
591,Male,0,Social Media Sharing,Word of Mouth,1
592,Male,1,Deliberate Misinformation,Word of Mouth,0
593,Female,0,Deliberate Misinformation,Social Media,1
594,Male,0,Social Media Sharing,The Internet,1
595,Female,0,Deliberate Misinformation,The Internet,1
596,Female,1,Social Media Sharing,The Internet,0
597,Female,1,Deliberate Misinformation,Word of Mouth,0
598,Female,0,Social Media Sharing,Word of Mouth,1
599,Female,0,Social Media Sharing,Word of Mouth,0
600,Female,1,Deliberate Misinformation,Social Media,1
601,Male,0,Deliberate Misinformation,Social Media,1
602,Female,0,Social Media Sharing,The Internet,1
603,Female,1,Deliberate Misinformation,Word of Mouth,0
604,Female,0,Deliberate Misinformation,Social Media,0
605,Male,0,Social Media Sharing,The Internet,0
606,Male,0,Deliberate Misinformation,Word of Mouth,0
607,Female,1,Social Media Sharing,Social Media,0
608,Male,0,Deliberate Misinformation,Word of Mouth,0
609,Female,0,Deliberate Misinformation,The Internet,0
610,Female,1,Deliberate Misinformation,Social Media,0
611,Female,0,Social Media Sharing,The Internet,0
612,Female,0,Deliberate Misinformation,Word of Mouth,0
613,Male,1,Social Media Sharing,The Internet,1
614,Male,1,Deliberate Misinformation,The Internet,1
615,Male,1,Deliberate Misinformation,Social Media,1
616,Female,0,Social Media Sharing,Social Media,1
617,Female,0,Deliberate Misinformation,The Internet,0
618,Female,0,Social Media Sharing,Word of Mouth,1
619,Male,1,Deliberate Misinformation,Social Media,0
620,Female,1,Social Media Sharing,Word of Mouth,0
621,Female,0,Social Media Sharing,Social Media,1
622,Male,1,Deliberate Misinformation,The Internet,0
623,Female,1,Social Media Sharing,Word of Mouth,1
624,Male,1,Social Media Sharing,Word of Mouth,0
625,Female,0,Social Media Sharing,Social Media,0
626,Male,1,Social Media Sharing,Social Media,0
627,Female,0,Social Media Sharing,The Internet,0
628,Female,0,Deliberate Misinformation,Social Media,0
629,Male,0,Deliberate Misinformation,Social Media,0
630,Female,1,Social Media Sharing,Social Media,1
631,Male,1,Social Media Sharing,The Internet,0
632,Male,1,Deliberate Misinformation,The Internet,1
633,Male,1,Social Media Sharing,Social Media,0
634,Female,0,Social Media Sharing,Social Media,0
635,Male,1,Deliberate Misinformation,Social Media,0
636,Male,0,Deliberate Misinformation,The Internet,0
637,Male,1,Deliberate Misinformation,Social Media,1
638,Male,0,Social Media Sharing,Word of Mouth,0
639,Female,1,Social Media Sharing,The Internet,0
640,Male,1,Social Media Sharing,The Internet,0
641,Male,1,Deliberate Misinformation,Word of Mouth,0
642,Female,0,Social Media Sharing,The Internet,1
643,Female,0,Deliberate Misinformation,The Internet,1
644,Female,0,Social Media Sharing,Word of Mouth,0
645,Male,1,Social Media Sharing,Social Media,0
646,Female,0,Social Media Sharing,Social Media,1
647,Male,1,Social Media Sharing,Word of Mouth,0
648,Male,1,Deliberate Misinformation,The Internet,0
649,Female,0,Deliberate Misinformation,The Internet,0
650,Female,1,Social Media Sharing,The Internet,1
651,Female,0,Social Media Sharing,The Internet,1
652,Male,0,Deliberate Misinformation,The Internet,1
653,Male,0,Social Media Sharing,Word of Mouth,0
654,Female,0,Deliberate Misinformation,Social Media,1
655,Male,0,Deliberate Misinformation,Social Media,1
656,Male,0,Social Media Sharing,The Internet,0
657,Male,1,Social Media Sharing,Social Media,0
658,Female,0,Social Media Sharing,Social Media,0
659,Female,1,Social Media Sharing,Social Media,1
660,Female,1,Deliberate Misinformation,Word of Mouth,0
661,Male,1,Social Media Sharing,The Internet,0
662,Female,0,Social Media Sharing,Social Media,1
663,Female,0,Deliberate Misinformation,Social Media,0
664,Female,1,Deliberate Misinformation,Social Media,1
665,Male,0,Deliberate Misinformation,Word of Mouth,0
666,Female,0,Deliberate Misinformation,Social Media,1
667,Female,0,Deliberate Misinformation,Word of Mouth,1
668,Male,0,Social Media Sharing,Word of Mouth,1
669,Male,1,Social Media Sharing,Social Media,1
670,Male,0,Social Media Sharing,The Internet,0
671,Female,1,Deliberate Misinformation,The Internet,1
672,Male,1,Social Media Sharing,Word of Mouth,0
673,Female,1,Social Media Sharing,Social Media,0
674,Male,0,Deliberate Misinformation,Social Media,0
675,Male,1,Deliberate Misinformation,Social Media,0
676,Female,1,Social Media Sharing,Social Media,0
677,Male,0,Social Media Sharing,The Internet,0
678,Male,1,Social Media Sharing,Word of Mouth,1
679,Male,1,Social Media Sharing,Social Media,0
680,Female,1,Social Media Sharing,The Internet,0
681,Male,0,Deliberate Misinformation,Social Media,1
682,Female,0,Deliberate Misinformation,Social Media,1
683,Male,1,Social Media Sharing,Word of Mouth,0
684,Male,0,Social Media Sharing,Social Media,0
685,Male,0,Deliberate Misinformation,Word of Mouth,1
686,Female,0,Deliberate Misinformation,The Internet,1
687,Male,1,Social Media Sharing,The Internet,0
688,Male,0,Social Media Sharing,Social Media,0
689,Female,0,Social Media Sharing,Social Media,0
690,Male,0,Social Media Sharing,Social Media,0
691,Female,0,Deliberate Misinformation,The Internet,1
692,Male,0,Social Media Sharing,Word of Mouth,0
693,Female,0,Deliberate Misinformation,Social Media,0
694,Male,1,Deliberate Misinformation,Social Media,1
695,Female,1,Social Media Sharing,Social Media,0
696,Female,1,Social Media Sharing,Word of Mouth,1
697,Female,1,Deliberate Misinformation,Word of Mouth,1
698,Female,1,Social Media Sharing,Word of Mouth,0
699,Female,1,Social Media Sharing,Social Media,0
700,Male,1,Deliberate Misinformation,Word of Mouth,0
701,Male,1,Social Media Sharing,Social Media,0
702,Female,0,Social Media Sharing,Social Media,1
703,Female,1,Deliberate Misinformation,Word of Mouth,1
704,Male,1,Deliberate Misinformation,Word of Mouth,0
705,Female,1,Deliberate Misinformation,Social Media,0
706,Male,0,Deliberate Misinformation,Social Media,0
707,Female,1,Social Media Sharing,Word of Mouth,1
708,Female,0,Social Media Sharing,Word of Mouth,0
709,Female,1,Social Media Sharing,Word of Mouth,0
710,Female,1,Deliberate Misinformation,Social Media,0
711,Male,1,Deliberate Misinformation,Social Media,0
712,Female,0,Social Media Sharing,Word of Mouth,0
713,Male,0,Deliberate Misinformation,Social Media,0
714,Female,1,Social Media Sharing,The Internet,0
715,Female,0,Social Media Sharing,The Internet,0
716,Female,0,Social Media Sharing,The Internet,0
717,Female,1,Social Media Sharing,Social Media,1
718,Female,1,Social Media Sharing,The Internet,0
719,Female,0,Social Media Sharing,The Internet,1
720,Female,1,Deliberate Misinformation,Word of Mouth,0
721,Female,0,Social Media Sharing,The Internet,0
722,Female,0,Social Media Sharing,Social Media,1
723,Female,1,Deliberate Misinformation,Social Media,1
724,Male,1,Deliberate Misinformation,Word of Mouth,1
725,Female,0,Deliberate Misinformation,Social Media,0
726,Female,0,Deliberate Misinformation,The Internet,0
727,Female,0,Social Media Sharing,The Internet,0
728,Male,0,Social Media Sharing,Social Media,0
729,Female,1,Deliberate Misinformation,Word of Mouth,0
730,Female,0,Deliberate Misinformation,Word of Mouth,0
731,Female,1,Deliberate Misinformation,Social Media,0
732,Male,1,Deliberate Misinformation,Social Media,0
733,Male,1,Social Media Sharing,The Internet,0
734,Female,1,Social Media Sharing,Word of Mouth,0
735,Female,0,Deliberate Misinformation,The Internet,1
736,Female,0,Deliberate Misinformation,Word of Mouth,0
737,Male,1,Deliberate Misinformation,Word of Mouth,0
738,Female,1,Deliberate Misinformation,Word of Mouth,0
739,Female,0,Social Media Sharing,Social Media,0
740,Male,0,Social Media Sharing,Word of Mouth,1
741,Male,0,Deliberate Misinformation,Social Media,1
742,Female,0,Deliberate Misinformation,Word of Mouth,1
743,Female,1,Deliberate Misinformation,Word of Mouth,0
744,Female,1,Deliberate Misinformation,Social Media,0
745,Male,1,Deliberate Misinformation,The Internet,0
746,Male,0,Social Media Sharing,The Internet,1
747,Male,0,Deliberate Misinformation,Word of Mouth,1
748,Female,1,Deliberate Misinformation,Social Media,1
749,Female,0,Social Media Sharing,The Internet,1
750,Female,0,Deliberate Misinformation,Social Media,0
751,Female,1,Deliberate Misinformation,The Internet,0
752,Male,1,Deliberate Misinformation,The Internet,0
753,Male,1,Social Media Sharing,The Internet,1
754,Male,0,Social Media Sharing,Social Media,0
755,Female,1,Social Media Sharing,The Internet,1
756,Female,0,Deliberate Misinformation,Word of Mouth,1
757,Female,1,Deliberate Misinformation,Social Media,1
758,Female,0,Deliberate Misinformation,Word of Mouth,1
759,Male,0,Deliberate Misinformation,Word of Mouth,0
760,Male,1,Social Media Sharing,The Internet,0
761,Female,0,Social Media Sharing,Social Media,0
762,Female,1,Deliberate Misinformation,Word of Mouth,1
763,Female,0,Deliberate Misinformation,Social Media,0
764,Female,1,Deliberate Misinformation,Word of Mouth,1
765,Male,0,Social Media Sharing,Social Media,0
766,Female,0,Deliberate Misinformation,The Internet,0
767,Male,0,Social Media Sharing,The Internet,0
768,Male,0,Deliberate Misinformation,The Internet,0
769,Male,0,Deliberate Misinformation,The Internet,0
770,Male,0,Social Media Sharing,The Internet,1
771,Female,0,Deliberate Misinformation,Social Media,0
772,Female,1,Deliberate Misinformation,Social Media,0
773,Male,1,Social Media Sharing,Word of Mouth,0
774,Female,1,Social Media Sharing,Social Media,0
775,Female,0,Social Media Sharing,Social Media,1
776,Female,0,Social Media Sharing,Social Media,1
777,Male,0,Social Media Sharing,The Internet,1
778,Female,0,Social Media Sharing,The Internet,0
779,Male,0,Social Media Sharing,Word of Mouth,1
780,Male,1,Social Media Sharing,Word of Mouth,0
781,Male,0,Social Media Sharing,Social Media,1
782,Female,1,Deliberate Misinformation,Social Media,1
783,Male,1,Social Media Sharing,Word of Mouth,1
784,Male,0,Social Media Sharing,The Internet,0
785,Female,1,Deliberate Misinformation,Word of Mouth,0
786,Male,1,Deliberate Misinformation,Social Media,0
787,Female,1,Social Media Sharing,Word of Mouth,0
788,Female,0,Social Media Sharing,Word of Mouth,0
789,Male,0,Social Media Sharing,Social Media,0
790,Male,1,Deliberate Misinformation,Social Media,0
791,Male,0,Social Media Sharing,The Internet,0
792,Female,1,Deliberate Misinformation,Social Media,1
793,Female,1,Deliberate Misinformation,The Internet,1
794,Male,1,Deliberate Misinformation,Word of Mouth,0
795,Female,1,Deliberate Misinformation,Social Media,1
796,Female,0,Social Media Sharing,Word of Mouth,0
797,Male,0,Social Media Sharing,The Internet,1
798,Female,0,Social Media Sharing,The Internet,1
799,Female,1,Social Media Sharing,Word of Mouth,1
800,Male,1,Social Media Sharing,Word of Mouth,1
801,Male,0,Social Media Sharing,Word of Mouth,1
802,Male,0,Social Media Sharing,Word of Mouth,1
803,Male,0,Deliberate Misinformation,Word of Mouth,0
804,Female,0,Deliberate Misinformation,The Internet,1
805,Female,1,Deliberate Misinformation,Social Media,1
806,Male,1,Social Media Sharing,Word of Mouth,1
807,Male,0,Social Media Sharing,The Internet,1
808,Male,0,Social Media Sharing,Word of Mouth,0
809,Female,0,Deliberate Misinformation,Word of Mouth,1
810,Female,0,Social Media Sharing,Word of Mouth,1
811,Male,1,Social Media Sharing,Social Media,0
812,Male,0,Deliberate Misinformation,Social Media,1
813,Male,0,Deliberate Misinformation,Social Media,0
814,Female,1,Social Media Sharing,Social Media,0
815,Female,1,Social Media Sharing,The Internet,0
816,Female,1,Social Media Sharing,The Internet,0
817,Female,0,Deliberate Misinformation,Word of Mouth,1
818,Male,1,Deliberate Misinformation,Word of Mouth,0
819,Female,0,Social Media Sharing,Social Media,1
820,Male,1,Social Media Sharing,Word of Mouth,1
821,Female,1,Deliberate Misinformation,Social Media,1
822,Male,0,Social Media Sharing,The Internet,1
823,Female,1,Deliberate Misinformation,The Internet,1
824,Male,1,Deliberate Misinformation,The Internet,0
825,Female,1,Social Media Sharing,Social Media,1
826,Female,1,Deliberate Misinformation,Word of Mouth,0
827,Male,0,Social Media Sharing,Word of Mouth,1
828,Female,0,Deliberate Misinformation,Word of Mouth,0
829,Male,0,Social Media Sharing,The Internet,1
830,Female,1,Deliberate Misinformation,Social Media,1
831,Female,0,Deliberate Misinformation,Word of Mouth,1
832,Female,0,Social Media Sharing,Word of Mouth,0
833,Female,0,Social Media Sharing,Word of Mouth,1
834,Male,0,Deliberate Misinformation,Social Media,1
835,Female,1,Deliberate Misinformation,The Internet,0
836,Female,0,Deliberate Misinformation,Word of Mouth,0
837,Female,1,Deliberate Misinformation,Social Media,1
838,Male,0,Deliberate Misinformation,Word of Mouth,1
839,Male,1,Deliberate Misinformation,The Internet,1
840,Male,0,Deliberate Misinformation,Social Media,1
841,Male,1,Social Media Sharing,The Internet,0
842,Male,1,Social Media Sharing,Word of Mouth,0
843,Male,1,Deliberate Misinformation,Social Media,0
844,Female,1,Deliberate Misinformation,Word of Mouth,0
845,Male,0,Deliberate Misinformation,The Internet,1
846,Male,1,Deliberate Misinformation,Social Media,1
847,Male,0,Deliberate Misinformation,Word of Mouth,1
848,Male,1,Deliberate Misinformation,Word of Mouth,1
849,Female,1,Social Media Sharing,Word of Mouth,1
850,Female,0,Deliberate Misinformation,Social Media,1
851,Male,0,Deliberate Misinformation,Word of Mouth,0
852,Female,1,Social Media Sharing,Social Media,1
853,Female,0,Social Media Sharing,Word of Mouth,1
854,Female,1,Deliberate Misinformation,The Internet,0
855,Female,1,Social Media Sharing,Word of Mouth,0
856,Female,1,Social Media Sharing,The Internet,0
857,Male,0,Deliberate Misinformation,Social Media,1
858,Male,0,Social Media Sharing,Word of Mouth,1
859,Male,0,Social Media Sharing,Social Media,1
860,Male,1,Social Media Sharing,Social Media,1
861,Female,1,Deliberate Misinformation,Word of Mouth,1
862,Male,1,Social Media Sharing,Word of Mouth,1
863,Male,0,Social Media Sharing,Social Media,1
864,Male,0,Deliberate Misinformation,The Internet,1
865,Female,1,Social Media Sharing,The Internet,1
866,Female,1,Deliberate Misinformation,The Internet,1
867,Male,1,Social Media Sharing,Word of Mouth,0
868,Male,0,Deliberate Misinformation,Word of Mouth,0
869,Female,0,Deliberate Misinformation,Social Media,1
870,Male,0,Social Media Sharing,Social Media,0
